title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,Production Cost,release_year,Developer_metacritic_game_info,Genre_metacritic_game_info,Metascore_metacritic_game_info,Avg_Userscore_metacritic_game_info,No. of players_metacritic_game_info,releasedate_VGOutput,releasedate_raw,releasedate_quarter,releasedate_link,releasedate_1986-2023,Userscore,component_0,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10,component_11,component_12,component_13,component_14,component_15,component_16,component_17,component_18,component_19,component_20,component_21,component_22,component_23,component_24,component_25,component_26,component_27,component_28,component_29,component_30,component_31,component_32,component_33,component_34,component_35,component_36,component_37,component_38,component_39,component_40,component_41,component_42,component_43,component_44,component_45,component_46,component_47,component_48,component_49,component_50,component_51,component_52,component_53,component_54,component_55,component_56,component_57,component_58,component_59,component_60,component_61,component_62,component_63,component_64,component_65,component_66,component_67,component_68,component_69,component_70,component_71,component_72,component_73,component_74,component_75,component_76,component_77,component_78,component_79,component_80,component_81,component_82,component_83,component_84,component_85,component_86,component_87,component_88,component_89,component_90,component_91,component_92,component_93,component_94,component_95,component_96,component_97,component_98,component_99
Air Ranger 2 Plus Rescue Helicopter,PS2,Simulation,Electronic Arts,3.0,2.0,4.0,24.0,2.9,3.55,4.95,3.83,15.23,1.63,2003,,,,,,,,00:00:00,https://www.google.com/search?q=Air Ranger 2 Plus Rescue Helicopter PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Traffic Chaos,DS,Simulation,IBM,5.0,6.8,2.0,179.0,3.0,0.05,2.65,2.38,5.13,5.41,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Air Traffic Chaos DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airblade,PS2,Sports,IBM,4.0,4.0,6.0,237.0,3.0,0.11,2.38,0.09,2.81,2.07,2002,,,,,,,,00:00:00,https://www.google.com/search?q=Airblade PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airborne Troops Countdown to D Day,PS2,Shooter,Activision,6.0,7.0,3.0,148.0,3.0,0.06,3.82,0.05,4.05,5.99,2005,,,,,,,,00:00:00,https://www.google.com/search?q=Airborne Troops Countdown to D Day PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airfix Dogfighter,PC,Simulation,Ubisoft,4.0,7.8,1.0,15.0,7.44,4.53,5.4,6.05,23.42,4.18,2000,,,,,,,,00:00:00,https://www.google.com/search?q=Airfix Dogfighter PC release date,2000-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AirForce Delta Strike,PS2,Simulation,Frontier Developments,6.0,4.0,9.0,108.0,3.0,0.05,3.09,0.04,3.29,4.73,2004,,,,,,,,00:00:00,https://www.google.com/search?q=AirForce Delta Strike PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airline Tycoon,PC,Simulation,Frontier Developments,2.0,9.0,7.0,207.0,3.0,3.18,4.51,0.01,7.72,2.96,2001,,,,,,,,00:00:00,https://www.google.com/search?q=Airline Tycoon PC release date,2001-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airline Tycoon 2,PC,Simulation,Frontier Developments,9.0,1.0,10.0,62.0,3.0,4.01,1.93,0.04,6.03,0.04,2011,,,,,,,,00:00:00,https://www.google.com/search?q=Airline Tycoon 2 PC release date,2011-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Airport Mania First Flight,PC,Simulation,IBM,5.0,2.0,4.0,291.0,6.88,3.22,2.37,2.31,14.78,5.37,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Airport Mania First Flight PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akagawa Jirou Majotachi no Nemuri Fukkatsusai,PS,Adventure,Ubisoft,10.0,5.0,9.0,48.0,2.5,3.84,3.54,3.54,13.42,3.53,2010,,,,,,,,00:00:00,https://www.google.com/search?q=Akagawa Jirou Majotachi no Nemuri Fukkatsusai PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akagawa Jirou Yasoukyoku 2,PS,Adventure,Activision,10.0,9.0,8.0,197.0,5.78,5.18,1.35,4.37,16.68,7.3,2010,,,,,,,,00:00:00,https://www.google.com/search?q=Akagawa Jirou Yasoukyoku 2 PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akagawa Jirou Yasoukyoku 2,PS,Adventure,Omega,7.0,7.0,8.0,219.0,1.73,1.94,5.96,1.67,11.3,1.53,2001,,,,,,,,00:00:00,https://www.google.com/search?q=Akagawa Jirou Yasoukyoku 2 PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akagawa Jirou Mystery Tsuki no Hikari,DS,Adventure,Activision,10.0,8.0,3.0,203.0,3.0,3.73,0.01,4.38,8.13,2.07,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Akagawa Jirou Mystery Tsuki no Hikari DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akagawa Jirou Mystery Yasoukyoku  Hon ni Manekareta Satsujin,DS,Adventure,Sony Computer Entertainment,5.0,6.0,1.0,214.0,3.0,4.13,0.06,3.41,7.66,4.41,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Akagawa Jirou Mystery Yasoukyoku  Hon ni Manekareta Satsujin DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akagi Yami ni Furitatta Tensai,PS2,Adventure,Ubisoft,7.0,7.0,1.0,213.0,5.62,3.77,4.85,5.87,20.11,7.52,2002,,,,,,,,00:00:00,https://www.google.com/search?q=Akagi Yami ni Furitatta Tensai PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akai Ito,PS2,Adventure,Sony Computer Entertainment,4.0,9.0,6.0,272.0,5.16,4.38,2.37,3.32,15.23,0.02,2004,,,,,,,,00:00:00,https://www.google.com/search?q=Akai Ito PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akai Ito Destiny DS,DS,Adventure,Electronic Arts,1.0,2.0,10.0,102.0,3.0,2.73,0.01,3.81,6.56,2.22,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Akai Ito Destiny DS DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akai Ito DS,DS,Adventure,Activision,7.0,2.0,7.0,116.0,3.0,1.17,0.02,3.86,5.07,4.05,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Akai Ito DS DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akane Iro ni Somaru Saka,PC,Adventure,Electronic Arts,2.0,8.0,4.0,173.0,6.4,4.53,3.65,3.77,18.35,3.35,2007,,,,,,,,00:00:00,https://www.google.com/search?q=Akane Iro ni Somaru Saka PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akane Iro ni Somaru Saka Parallel,PS2,Adventure,Sony Computer Entertainment,1.0,10.0,1.0,102.0,3.0,1.82,0.03,2.87,4.75,1.63,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Akane Iro ni Somaru Saka Parallel PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akane Maniax Nagareboshi Densetsu Gouda,PC,Adventure,Electronic Arts,1.0,4.0,10.0,228.0,1.96,4.59,5.35,2.87,14.77,1.6,2002,,,,,,,,00:00:00,https://www.google.com/search?q=Akane Maniax Nagareboshi Densetsu Gouda PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKB1 149 Love Election,PS3,Simulation,Ubisoft,9.0,1.0,8.0,281.0,3.0,3.92,0.08,2.11,6.19,0.03,2013,,,,,,,,00:00:00,https://www.google.com/search?q=AKB1 149 Love Election PS3 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akin Vol 2,PC,Puzzle,Electronic Arts,7.0,7.0,7.0,17.0,1.55,1.33,4.92,1.53,9.33,1.69,2017,,,,,,,,00:00:00,https://www.google.com/search?q=Akin Vol 2 PC release date,2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akogare Girls Collection Lovely Youchien Nikki,DS,Adventure,Sony Computer Entertainment,4.0,7.0,4.0,155.0,4.57,3.31,1.96,4.68,14.52,0.04,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Akogare Girls Collection Lovely Youchien Nikki DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akogare Girls Collection Pika Pika Nurse Monogatari,DS,Adventure,Sony Computer Entertainment,6.0,2.0,3.0,117.0,7.66,3.93,4.51,1.93,18.03,2.91,2011,,,,,,,,00:00:00,https://www.google.com/search?q=Akogare Girls Collection Pika Pika Nurse Monogatari DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akogare Girls Collection Suteki ni Nurse Days,DS,Adventure,Ubisoft,8.0,5.0,3.0,34.0,5.01,4.42,4.16,3.81,17.4,1.51,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Akogare Girls Collection Suteki ni Nurse Days DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akudaikan,PS2,Adventure,IBM,8.0,9.0,6.0,169.0,3.09,1.53,2.44,6.0,13.06,4.11,2002,,,,,,,,00:00:00,https://www.google.com/search?q=Akudaikan PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akudaikan 2 Mousouden,PS2,Adventure,Amazon Game Studios,3.0,10.0,4.0,16.0,3.26,1.6,1.88,4.81,11.55,2.36,2003,,,,,,,,00:00:00,https://www.google.com/search?q=Akudaikan 2 Mousouden PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akudaikan 3,PS2,Adventure,Omega,9.0,9.0,6.0,116.0,1.84,2.24,3.76,4.94,12.78,2.1,2007,,,,,,,,00:00:00,https://www.google.com/search?q=Akudaikan 3 PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alarm For Cobra 11 Vol.2 Hot Pursuit,PS2,Racing,Omega,5.0,10.0,3.0,140.0,6.72,2.27,4.74,4.66,18.39,2.0,2005,,,,,,,,00:00:00,https://www.google.com/search?q=Alarm For Cobra 11 Vol.2 Hot Pursuit PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albatross18 Realms of Pangya,PC,Sports,Sony Computer Entertainment,2.0,1.0,4.0,261.0,6.72,4.99,4.34,4.27,20.32,5.1,2005,,,,,,,,00:00:00,https://www.google.com/search?q=Albatross18 Realms of Pangya PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alchemy Mysteries Prague Legends,PC,Puzzle,Ubisoft,6.0,10.0,3.0,0.11,3.2,3.7,3.41,5.42,15.73,3.0,2014,,,,,,,,00:00:00,https://www.google.com/search?q=Alchemy Mysteries Prague Legends PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aldynes The Mission Code for Rage Crisis,PS,Shooter,Electronic Arts,7.0,8.0,4.0,107.0,4.0,2.13,2.25,3.47,11.85,5.11,2011,,,,,,,,00:00:00,https://www.google.com/search?q=Aldynes The Mission Code for Rage Crisis PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Fergusons Player Manager 2001,PS2,Sports,Frontier Developments,7.0,7.0,6.0,55.0,2.62,4.7,4.46,4.63,16.41,2.88,2001,,,,,,,,00:00:00,https://www.google.com/search?q=Alex Fergusons Player Manager 2001 PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Fergusons Player Manager 2001,PS,Sports,Frontier Developments,8.0,9.0,1.0,96.0,1.26,1.69,3.77,5.14,11.86,5.86,2000,,,,,,,,00:00:00,https://www.google.com/search?q=Alex Fergusons Player Manager 2001 PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Fergusons Player Manager 2002,PS,Sports,Ubisoft,2.0,4.0,7.0,242.0,7.18,2.04,4.98,6.33,20.53,5.95,2002,,,,,,,,00:00:00,https://www.google.com/search?q=Alex Fergusons Player Manager 2002 PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Fergusons Player Manager 2002,PC,Sports,Ubisoft,2.0,9.0,8.0,221.0,5.52,1.47,1.38,4.06,12.43,0.03,2002,,,,,,,,00:00:00,https://www.google.com/search?q=Alex Fergusons Player Manager 2002 PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Fergusons Player Manager 2003,PC,Sports,Ubisoft,5.0,1.0,7.0,106.0,4.17,3.1,1.06,5.63,13.96,0.02,2003,,,,,,,,00:00:00,https://www.google.com/search?q=Alex Fergusons Player Manager 2003 PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfa Romeo Racing Italiano,PS2,Racing,Electronic Arts,5.0,4.0,6.0,215.0,3.0,0.01,4.13,0.01,4.16,4.33,2006,,,,,,,,00:00:00,https://www.google.com/search?q=Alfa Romeo Racing Italiano PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice ,PC,Adventure,Frontier Developments,8.0,1.0,8.0,148.0,3.1,3.75,3.57,5.1,15.52,5.6,2004,,,,,,,,00:00:00,https://www.google.com/search?q=Alice  PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice 2,PC,Adventure,IBM,5.0,7.0,5.0,34.0,4.5,4.18,5.72,3.16,17.56,2.48,2004,,,,,,,,00:00:00,https://www.google.com/search?q=Alice 2 PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice 3,PC,Adventure,Amazon Game Studios,3.0,2.0,6.0,200.0,1.15,1.96,5.94,4.93,13.98,3.92,2004,,,,,,,,00:00:00,https://www.google.com/search?q=Alice 3 PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice Madness Returns,PC,Adventure,Electronic Arts,6.0,6.7,1.0,227.0,3.0,2.86,1.38,0.1,4.46,3.43,2011,,,,,,,,00:00:00,https://www.google.com/search?q=Alice Madness Returns PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice Madness Returns,PS3,Adventure,Omega,10.0,6.7,2.0,98.0,3.0,0.22,0.04,0.24,1.09,1.33,2011,,,,,,,,00:00:00,https://www.google.com/search?q=Alice Madness Returns PS3 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice 2010,PC,Adventure,Amazon Game Studios,9.0,8.0,2.0,255.0,2.1,1.83,3.44,1.7,9.07,1.78,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Alice 2010 PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice Greenfingers,PC,Puzzle,Activision,5.0,6.0,3.0,115.0,5.98,1.81,2.31,5.59,15.69,1.09,2007,,,,,,,,00:00:00,https://www.google.com/search?q=Alice Greenfingers PC release date,2007-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice in Wonderland,PC,Adventure,Activision,7.0,1.0,10.0,242.0,2.09,1.15,3.71,4.12,11.07,3.04,2010,,,,,,,,00:00:00,https://www.google.com/search?q=Alice in Wonderland PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice in Wonderland,DS,Adventure,Electronic Arts,8.0,7.0,3.0,59.0,3.0,0.25,2.9,0.18,3.81,0.03,2010,EtrangesLibellules,Action;Action Adventure;General;General;Fantasy,78.0,tbd,1,,March 2 2010,2010-03-02 00:00:00,https://www.google.com/search?q=Alice in Wonderland DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice no Yakata 7,PC,Adventure,Omega,5.0,4.0,8.0,179.0,7.55,1.28,1.29,4.98,15.1,4.8,2004,,,,,,,,00:00:00,https://www.google.com/search?q=Alice no Yakata 7 PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice Syndrome,PC,Adventure,Ubisoft,1.0,4.0,7.0,215.0,5.87,2.34,2.06,3.79,14.06,5.85,2005,,,,,,,,00:00:00,https://www.google.com/search?q=Alice Syndrome PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alien Isolation,PS4,Adventure,Frontier Developments,10.0,4.0,8.0,189.0,1.09,0.29,0.05,0.59,2.02,2.61,2014,CreativeAssembly,Action Adventure;Sci-Fi;General;Survival,79.0,8.2,1,,October 6 2014,2014-10-06 00:00:00,https://www.google.com/search?q=Alien Isolation PS4 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alien Breed 3 Descent,PC,Shooter,Activision,6.0,6.8,9.0,233.0,6.98,4.77,1.31,1.39,14.45,1.01,2010,,,,,,,,00:00:00,https://www.google.com/search?q=Alien Breed 3 Descent PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alien Hominid,PC,Shooter,Omega,8.0,3.0,5.0,143.0,1.53,4.26,4.47,6.32,16.58,5.08,2006,,,,,,,,00:00:00,https://www.google.com/search?q=Alien Hominid PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alien Hominid,PS2,Shooter,Frontier Developments,3.0,4.0,8.0,296.0,3.0,0.05,5.03,0.04,5.22,2.58,2004,TheBehemoth,Action;Shooter;Scrolling,78.0,8.3,1,,November 21 2004,2004-11-21 00:00:00,https://www.google.com/search?q=Alien Hominid PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alien Resurrection,PS,Shooter,Activision,3.0,5.2,10.0,143.0,3.0,0.09,3.75,0.06,4.06,2.36,2000,,,,,,,,00:00:00,https://www.google.com/search?q=Alien Resurrection PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alien Shooter,PC,Shooter,Omega,2.0,2.0,2.0,290.0,3.44,4.0,1.52,5.22,14.18,2.68,2003,,,,,,,,00:00:00,https://www.google.com/search?q=Alien Shooter PC release date,2003-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alien Shooter Fight for Life,PC,Shooter,Sony Computer Entertainment,2.0,8.0,6.0,185.0,6.02,6.72,1.76,5.2,19.7,4.05,2005,,,,,,,,00:00:00,https://www.google.com/search?q=Alien Shooter Fight for Life PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alien Shooter Gold Pack,PC,Shooter,Ubisoft,8.0,5.0,1.0,40.0,3.39,4.09,4.28,4.13,15.89,3.0,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Alien Shooter Gold Pack PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alien Shooter Revisited,PC,Shooter,Frontier Developments,3.0,7.0,3.0,118.0,6.64,6.13,1.28,4.22,18.27,4.1,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Alien Shooter Revisited PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alien Shooter The Experiment,PC,Shooter,IBM,8.0,10.0,9.0,125.0,6.62,4.47,5.03,2.3,18.42,1.48,2005,,,,,,,,00:00:00,https://www.google.com/search?q=Alien Shooter The Experiment PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
