Title,Platform,Genre,Publisher,VGScore,CriticScore,UserScore,TotalShipped,AsianSales,NorthAmericaSales,JapanSales,EuropeSales,GlobalSales,ProductionCost,ReleaseYear_v1,Developer,MultipleGenre,MetaScore,AvgUserScore,NoOfPlayers,releasedate_1986-2023,releasedate_VGOutput,releasedate_raw,ReleaseDate,releasedate_link,ReleaseYear,ReleaseMonth,EndOfMonth,ReleaseQuarter,ReleaseWeekDay,ReleaseWeekend,ReleaseWeek
Crazy Taxi 3,PC,Racing,Electronic Arts,8,7,4,68,2.66,2.73,4.36,6.15,15.9,5.45,2012,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crazy Taxi 3 PC release date,,,,,,,
Creatures,PS,Simulation,Ubisoft,9,3,9,252,5.72,1.38,1.35,2.72,11.17,5.66,2002,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Creatures PS release date,,,,,,,
Creatures Exodus,PC,Simulation,Electronic Arts,3,6,5,191,6.99,3.36,3.79,2.85,16.99,5.71,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Creatures Exodus PC release date,,,,,,,
Creatures Raised in Space,PS,Simulation,Sony Computer Entertainment,9,4,3,248,5.28,4.78,3.77,5.31,19.14,6.62,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Creatures Raised in Space PS release date,,,,,,,
Creatures Raised in Space,PS,Simulation,Electronic Arts,1,6,3,133,2.78,4.09,2.53,2.62,12.02,4.38,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Creatures Raised in Space PS release date,,,,,,,
Creatures The Albian Years,PC,Simulation,IBM,6,5,2,1,6.92,2.61,4.61,2.42,16.56,1.6,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Creatures The Albian Years PC release date,,,,,,,
Creed Rise to Glory,PS4,Sports,Frontier Developments,8,2,10,204,3,0.15,3.74,2.79,6.87,1.6,2018,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Creed Rise to Glory PS4 release date,,,,,,,
Crescendo,PC,Adventure,Amazon Game Studios,8,2,3,34,1.41,3.11,5.8,3.21,13.53,2.8,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crescendo PC release date,,,,,,,
Cricket 07,PC,Sports,Electronic Arts,8,10,1,175,7.2,2.78,4.05,4.52,18.55,1.77,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cricket 07 PC release date,,,,,,,
Cricket 07,PS2,Sports,Amazon Game Studios,2,4,6,207,1.5,2.86,3.56,2.45,10.37,2.81,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cricket 07 PS2 release date,,,,,,,
Cricket 2002,PS2,Sports,Omega,3,5,8,58,4.7,1.18,3.69,4.3,13.87,3.14,2002,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cricket 2002 PS2 release date,,,,,,,
Cricket 2002,PC,Sports,Activision,10,9,5,160,2.43,4.52,1.04,5.8,13.79,1.48,2002,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cricket 2002 PC release date,,,,,,,
Cricket 2005,PC,Sports,Electronic Arts,8,10,3,154,5.42,3.15,4.69,4.21,17.47,6.99,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cricket 2005 PC release date,,,,,,,
Cricket 2005,PS2,Sports,Electronic Arts,3,3,3,150,2.48,4.4,3.95,4.64,15.47,3.93,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cricket 2005 PS2 release date,,,,,,,
Cricket Revolution,PC,Sports,Ubisoft,9,5,4,274,2.35,2.2,2.83,4.59,11.97,1.98,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cricket Revolution PC release date,,,,,,,
Crime Cities,PC,Racing,Frontier Developments,7,4,1,176,2.63,4.03,1.14,1.2,9,3.09,2001,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crime Cities PC release date,,,,,,,
Crime Lab Body of Evidence,DS,Adventure,Activision,10,5,2,136,3,0.05,5.94,0.01,6.07,0.01,2010,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crime Lab Body of Evidence DS release date,,,,,,,
Crime Patrol,PC,Shooter,Frontier Developments,6,1,2,55,2.86,2.16,5.66,2.73,13.41,3,2002,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crime Patrol PC release date,,,,,,,
Crime Scene,DS,Adventure,Ubisoft,8,8,3,178,3,2.82,5.74,0.02,8.6,3,2010,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crime Scene DS release date,,,,,,,
Crime Stories From the Files of Martin Mystere,PC,Adventure,IBM,6,3,6,20,7.96,1.35,3.47,4.34,17.12,2.25,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crime Stories From the Files of Martin Mystere PC release date,,,,,,,
CrimeCraft,PC,Shooter,Electronic Arts,1,10,4,243,7.69,2.2,1.96,4.32,16.17,4.03,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=CrimeCraft PC release date,,,,,,,
Criminal Girls,PS,Adventure,Sony Computer Entertainment,9,10,4,274,3.96,3.58,2.67,4.64,14.85,1.17,2010,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Criminal Girls PS release date,,,,,,,
Crimson Room,DS,Adventure,Frontier Developments,6,10,10,210,3.74,4.37,1.98,4.46,14.55,1.88,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crimson Room DS release date,,,,,,,
Crimson Room Reverse,PS,Adventure,Activision,7,8,4,176,1.8,1.45,1.11,5.12,9.48,1.84,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crimson Room Reverse PS release date,,,,,,,
Crimson Skies,PC,Simulation,Ubisoft,2,5,2,297,1.66,4.4,5.98,3.17,15.21,1.53,2000,ZipperInteractive,Simulation;Flight;Sci-Fi;Futuristic Jet;Futuristic Jet;Combat,83,8.4,Mutliplayer,,#N/A,September 18 2000,18/9/2000,https://www.google.com/search?q=Crimson Skies PC release date,2000,9,No,3,1,Weekday,39
Critical Mass,PC,Puzzle,Sony Computer Entertainment,6,8.7,4,256,4.84,6.21,5.52,5.16,21.73,4.9,2015,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Critical Mass PC release date,,,,,,,
Critical Point,PC,Adventure,Activision,7,10,3,99,1.93,1.92,2.35,1.69,7.89,1.14,2002,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Critical Point PC release date,,,,,,,
Critical Velocity,PS2,Racing,Electronic Arts,2,8,5,24,7.93,2.92,3.14,4.34,18.33,2.28,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Critical Velocity PS2 release date,,,,,,,
Critter Crunch,PS,Puzzle,Electronic Arts,8.5,8.8,7,85,4.17,4.28,4.07,1.57,14.09,4.73,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Critter Crunch PS release date,,,,,,,
Cross † Channel,PC,Adventure,IBM,3,6,6,74,2.17,4.34,3.92,3.66,14.09,0.04,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cross † Channel PC release date,,,,,,,
Cross Channel,PS,Adventure,Ubisoft,6,6,6,5,5.92,2.04,1.75,6.19,15.9,2.45,2010,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cross Channel PS release date,,,,,,,
Cross Channel To All People,PS2,Adventure,Sony Computer Entertainment,4,6,4,17,6.17,4.64,5.46,4.08,20.35,2.52,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cross Channel To All People PS2 release date,,,,,,,
Cross Racing Championship 2005,PC,Racing,Frontier Developments,4,2,3,165,4.71,1.67,4.02,3.62,14.02,4.51,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cross Racing Championship 2005 PC release date,,,,,,,
Crossroad Crisis,PS,Puzzle,Electronic Arts,4,8,1,81,3,0.01,4.01,6.73,10.76,1.9,2001,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crossroad Crisis PS release date,,,,,,,
Crossword de Manabou Chiri  Rekishi,DS,Puzzle,Omega,5,2,4,118,2.35,4.56,4.29,3.18,14.38,1.49,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crossword de Manabou Chiri  Rekishi DS release date,,,,,,,
Crossword DS  Sekai 1 Shuu Cross,DS,Puzzle,Electronic Arts,4,1,9,276,7.66,3.54,1.28,5.53,18.01,1.26,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crossword DS  Sekai 1 Shuu Cross DS release date,,,,,,,
CrossworDS,DS,Puzzle,Electronic Arts,9,1,9,269,3,0.5,1.38,5.44,7.87,5.61,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=CrossworDS DS release date,,,,,,,
Crucible,PC,Shooter,Ubisoft,10,3,7,271,3.5,2,5.83,6.48,17.81,2.66,2020,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crucible PC release date,,,,,,,
Crusty Demons,PS2,Racing,Frontier Developments,5,6,10,106,7.3,2.16,2.36,1.44,13.26,6.74,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crusty Demons PS2 release date,,,,,,,
Cryostasis Sleep of Reason,PC,Shooter,Sony Computer Entertainment,8,7,9,137,7.47,4.98,2.2,1.84,16.49,6.94,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cryostasis Sleep of Reason PC release date,,,,,,,
Crysis,PS,Shooter,Electronic Arts,6,8.2,2,218,3.34,4.73,3.66,2.94,14.67,1.48,2011,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crysis PS release date,,,,,,,
Crysis,PC,Shooter,Electronic Arts,9,9.2,8.5,3,2.66,2.24,1.43,1.03,7.36,1.5,2007,Crytek,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,91,8,1,,#N/A,November 13 2007,13/11/2007,https://www.google.com/search?q=Crysis PC release date,2007,11,No,4,2,Weekday,46
Crysis Maximum Edition,PC,Shooter,Electronic Arts,2,7,5,238,3,2.3,3.55,0.07,6.01,0.01,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crysis Maximum Edition PC release date,,,,,,,
Crysis Warhead,PC,Shooter,Electronic Arts,1,8.4,1,1.5,4.95,3.23,3.29,6.64,18.11,3.68,2008,Crytek,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,84,7.9,Mutliplayer,,#N/A,September 16 2008,16/9/2008,https://www.google.com/search?q=Crysis Warhead PC release date,2008,9,No,3,2,Weekday,38
Crysis 2,PS3,Shooter,Electronic Arts,7,8.8,1,53,1.33,0.48,0.06,0.57,2.44,3.47,2011,Crytek,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,85,7.3,Mutliplayer,,#N/A,March 22 2011,22/3/2011,https://www.google.com/search?q=Crysis 2 PS3 release date,2011,3,Yes,1,2,Weekday,13
Crysis 2 Decimation Pack,PC,Shooter,Electronic Arts,9,2,7,153,2.86,1.48,2.07,6.34,12.75,4.72,2011,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crysis 2 Decimation Pack PC release date,,,,,,,
Crysis 2 Retaliation Pack,PS,Shooter,Electronic Arts,10,2,6,168,6.04,4.01,4.17,1.12,15.34,1.51,2011,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crysis 2 Retaliation Pack PS release date,,,,,,,
Crysis 2 Retaliation Pack,PC,Shooter,Electronic Arts,6,4,10,231,4.29,1.41,3.13,2.6,11.43,2.06,2011,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crysis 2 Retaliation Pack PC release date,,,,,,,
Crysis 3,PC,Shooter,Electronic Arts,6,7.5,9,3,4.41,4.12,1.42,5.04,14.99,1.71,2013,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crysis 3 PC release date,,,,,,,
Crysis 3,PS3,Shooter,Electronic Arts,8,8.2,2,172,3,0.26,0.03,0.48,1.68,2.6,2013,Crytek,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,77,6.4,1,,#N/A,February 19 2013,19/2/2013,https://www.google.com/search?q=Crysis 3 PS3 release date,2013,2,No,1,2,Weekday,8
Crystal Crisis,PS4,Puzzle,Omega,8,10,9,104,4.74,4.83,3.65,5.97,19.19,5.84,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crystal Crisis PS4 release date,,,,,,,
Crystal Key 2 The Far Realm,PC,Adventure,Activision,10,6,1,84,5.49,6.8,1.48,6.84,20.61,4.61,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crystal Key 2 The Far Realm PC release date,,,,,,,
Crystal Quest,PC,Shooter,Sony Computer Entertainment,9,2,5,97,5.06,4.66,3.73,6.15,19.6,1.92,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Crystal Quest PC release date,,,,,,,
CSI 3 Dimensions of Murder,PC,Adventure,Ubisoft,4,10,2,204,6.19,3.61,1.65,1.25,12.7,3.26,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=CSI 3 Dimensions of Murder PC release date,,,,,,,
CSI 3 Dimensions of Murder,PS2,Adventure,Ubisoft,5,3,5,231,3,0.07,2.9,0.06,3.17,5.09,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=CSI 3 Dimensions of Murder PS2 release date,,,,,,,
CSI Crime Scene Investigation,PC,Adventure,Ubisoft,6,10,3,218,1.5,6.95,3.26,1.18,12.89,4.44,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=CSI Crime Scene Investigation PC release date,,,,,,,
CSI Crime Scene Investigation Double Pack,PC,Adventure,Ubisoft,9,6,3,287,7.08,1.76,5.93,1.63,16.4,3.34,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=CSI Crime Scene Investigation Double Pack PC release date,,,,,,,
CSI Crime Scene Investigation Super Pack,PC,Adventure,Ubisoft,4,10,3,38,4.54,4.63,1.45,6.5,17.12,5.56,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=CSI Crime Scene Investigation Super Pack PC release date,,,,,,,
CSI Dark Motives,PC,Adventure,Ubisoft,8,3,8,214,6.73,2.45,2.35,2.02,13.55,5.63,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=CSI Dark Motives PC release date,,,,,,,
CSI Dark Motives,DS,Adventure,Sony Computer Entertainment,7,6,5,238,3,0.05,1.36,0.01,1.49,1.46,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=CSI Dark Motives DS release date,,,,,,,
CSI Deadly Intent,PC,Adventure,Ubisoft,5,8,10,201,1.93,2.99,2.49,1.05,8.46,2,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=CSI Deadly Intent PC release date,,,,,,,
CSI Deadly Intent  The Hidden Cases,DS,Adventure,Ubisoft,3,3,9,249,3,0.16,2.48,0.16,3.15,5.2,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=CSI Deadly Intent  The Hidden Cases DS release date,,,,,,,
CSI Fatal Conspiracy,PS3,Adventure,Ubisoft,7,7,10,263,3,0.11,3.41,0.05,3.76,1.85,2010,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=CSI Fatal Conspiracy PS3 release date,,,,,,,
CSI Hard Evidence,PC,Adventure,Ubisoft,7,9,9,209,3,7.8,5.09,0.01,12.91,2.72,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=CSI Hard Evidence PC release date,,,,,,,
CSI Miami,PC,Adventure,Ubisoft,4,3,3,170,7.31,1.43,4.78,2.8,16.32,3.2,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=CSI Miami PC release date,,,,,,,
CSI NY  The Game,PC,Adventure,Ubisoft,10,5,6,246,3.96,6.78,1.75,4.88,17.37,3.12,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=CSI NY  The Game PC release date,,,,,,,
Cube,PS,Puzzle,Ubisoft,3,1,4,206,7.09,3.29,2.75,3.1,16.23,3.26,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cube PS release date,,,,,,,
Cube & Star An Arbitrary Love,PC,Adventure,Electronic Arts,10,4,6,195,3.53,1.34,1.36,1.61,7.84,2.55,2014,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cube & Star An Arbitrary Love PC release date,,,,,,,
Cubium Dreams,PC,Puzzle,Activision,6,6,8,0.11,1.1,6.31,1.94,2.37,11.72,4.74,2016,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cubium Dreams PC release date,,,,,,,
Cubixx HD,PS,Puzzle,Sony Computer Entertainment,10,3,1,242,5.25,2.03,4.92,2.62,14.82,3.16,2011,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cubixx HD PS release date,,,,,,,
Cuboid,PS,Puzzle,Frontier Developments,8,1,10,202,4.24,6.39,1.12,3.28,15.03,1.48,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cuboid PS release date,,,,,,,
Cultivation,PC,Simulation,Amazon Game Studios,3,3,8,66,1.84,4.33,1.78,1.9,9.85,3,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cultivation PC release date,,,,,,,
Curse The Eye of Isis,PC,Adventure,Sony Computer Entertainment,10,8,4,132,4.13,2.49,3.34,3.56,13.52,3.02,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Curse The Eye of Isis PC release date,,,,,,,
Curse of Atlantis Thorgals Quest,PC,Adventure,Sony Computer Entertainment,9,9,6,187,6.39,1.47,3.27,3.78,14.91,6.26,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Curse of Atlantis Thorgals Quest PC release date,,,,,,,
Curse of the Amsterdam Diamond,DS,Adventure,Activision,8,3,4,271,3,4.03,2.29,0.01,6.34,6.13,2012,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Curse of the Amsterdam Diamond DS release date,,,,,,,
Cursed Mountain,PC,Adventure,Sony Computer Entertainment,9,2,2,119,4.94,1.14,2.6,4.39,13.07,1.33,2010,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cursed Mountain PC release date,,,,,,,
Custom Beat Battle Draglade 2,DS,Fighting,Sony Computer Entertainment,9,3,5,21,3,2.81,0.03,2.78,5.65,6.57,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Custom Beat Battle Draglade 2 DS release date,,,,,,,
Custom Robo Arena,DS,Fighting,Ubisoft,10,7.4,6,252,3,0.01,0.12,0.02,0.31,2.25,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Custom Robo Arena DS release date,,,,,,,
CustomPlay Golf,PC,Sports,Omega,4,6,7,279,6.58,2.32,1.93,5.39,16.22,3.03,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=CustomPlay Golf PC release date,,,,,,,
Cyber Troopers Virtual On Marz,PS2,Fighting,Amazon Game Studios,10,8,9,23,3,0.02,3.88,0.01,3.95,5.22,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cyber Troopers Virtual On Marz PS2 release date,,,,,,,
Cyberpunk 2077,PC,Board Game,Sony Computer Entertainment,10,5,9,41,6.42,1.98,1.59,4.29,14.28,5.84,2020,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cyberpunk 2077 PC release date,,,,,,,
Cyclone Circus,PS2,Racing,Omega,5,2,8,161,7.3,4.87,3.86,4.15,20.18,4.86,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Cyclone Circus PS2 release date,,,,,,,
D Cube Planet,PS,Puzzle,Frontier Developments,5,1,8,102,5.29,3.51,1.33,2.84,12.97,5.72,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=D Cube Planet PS release date,,,,,,,
D Unit Drift Racing,PS2,Racing,Frontier Developments,5,6,7,41,1.5,1.73,3.79,2.92,9.94,4.96,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=D Unit Drift Racing PS2 release date,,,,,,,
D.C. Da Capo,PC,Adventure,Amazon Game Studios,10,7,1,194,5.9,3.75,5.39,3.54,18.58,1.84,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=D.C. Da Capo PC release date,,,,,,,
D.C. Da Capo  The Origin,PS2,Adventure,Sony Computer Entertainment,8,4,3,127,5.68,4.79,3.76,3.84,18.07,2.15,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=D.C. Da Capo  The Origin PS2 release date,,,,,,,
D.C. II Da Capo II,PC,Adventure,Omega,2,8,8,90,2.51,1.94,3.19,1.49,9.13,3.3,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=D.C. II Da Capo II PC release date,,,,,,,
D.C. II Da Capo II Fall in Love,PC,Adventure,Electronic Arts,3,6,4,153,1.77,1.81,2.83,4.46,10.87,2.85,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=D.C. II Da Capo II Fall in Love PC release date,,,,,,,
D.C. II P.C. Da Capo II Plus Communication,PC,Adventure,IBM,9,3,2,195,1.24,1.35,2.31,6.38,11.28,3.93,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=D.C. II P.C. Da Capo II Plus Communication PC release date,,,,,,,
D.C. II P.S. Da Capo II Plus Situation,PS2,Adventure,Omega,8,8,3,81,3,2.58,0.06,2.29,4.99,0.01,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=D.C. II P.S. Da Capo II Plus Situation PS2 release date,,,,,,,
D.C. II S.C. Da Capo II Spring Celebration,PC,Adventure,Amazon Game Studios,9,9,2,89,4.67,2.84,4.5,2.09,14.1,5.49,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=D.C. II S.C. Da Capo II Spring Celebration PC release date,,,,,,,
D.C.F.S. Da Capo Four Seasons,PS2,Adventure,Electronic Arts,5,6,2,252,3,2.69,0.04,1.94,4.71,5.37,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=D.C.F.S. Da Capo Four Seasons PS2 release date,,,,,,,
D.C.I.F. Da Capo Innocent Finale,PS2,Adventure,Ubisoft,3,2,4,183,3,4.47,0.03,1.17,5.7,5.41,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=D.C.I.F. Da Capo Innocent Finale PS2 release date,,,,,,,
D.C.P.C. Da Capo Plus Communication,PC,Adventure,Activision,8,3,7,190,2.4,2.06,3.57,2.02,10.05,1.23,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=D.C.P.C. Da Capo Plus Communication PC release date,,,,,,,
D.C.P.S. Da Capo Plus Situation,PS2,Adventure,Sony Computer Entertainment,5,10,2,106,7.41,1.61,1.29,2.63,12.94,2.56,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=D.C.P.S. Da Capo Plus Situation PS2 release date,,,,,,,
D.C.S.V. Da Capo Summer Vacation,PC,Adventure,Sony Computer Entertainment,1,5,3,121,6.03,3.98,5.95,3.29,19.25,2.68,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=D.C.S.V. Da Capo Summer Vacation PC release date,,,,,,,
D.Gray man Kami no Shitotachi,DS,Adventure,Sony Computer Entertainment,10,10,10,240,3,1.23,0.05,6.39,7.72,4.13,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=D.Gray man Kami no Shitotachi DS release date,,,,,,,
D.Gray man Sousha no Shikaku,PS2,Adventure,Omega,4,4,8,38,3,3.06,0.02,3.21,6.31,1.17,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=D.Gray man Sousha no Shikaku PS2 release date,,,,,,,
